Geneid	SRR17869115	SRR17869118	SRR17869121	SRR17869116	SRR17869119	SRR17869122
22349	3	0	2	1	2	2
223499	733	615	669	726	610	804
22350	1105	770	825	714	651	939
22351	480	405	395	442	426	436
223513	0	0	0	0	0	0
22352	39032	43358	6950	34974	42686	7941
223527	499	422	450	419	398	541
22353	0	0	0	0	0	0
22354	3	1	21	0	1	36
22355	33	22	22	15	22	24
22359	21	34	148	26	27	189
223593	1809	1420	2062	1737	1354	2325
22360	0	0	0	0	0	0
223601	3597	4111	2780	3836	4192	3236
223604	0	0	0	0	0	0
22361	0	0	0	0	0	0
22362	3	0	0	5	2	1
223626	180	125	275	159	127	296
22363	0	0	0	0	0	0
223631	0	0	3	0	0	0
22364	0	0	0	0	0	0
223642	291	285	370	321	280	387
223645	7	12	11	7	3	5
223646	59	53	85	75	55	83
223648	59	49	105	72	45	126
223649	3	20	10	0	12	5
22365	209	244	223	228	197	279
223650	0	0	0	0	0	1
223658	3621	3867	4820	3353	3369	5258
223664	442	403	415	475	353	539
223665	236	224	314	224	207	338
223666	237	159	352	249	170	336
223669	104	143	106	127	89	118
22367	370	368	391	432	367	443
223672	32	14	0	46	10	2
22368	2829	2184	2351	3210	2123	2663
223690	210	178	187	223	192	228
223691	2114	1810	2103	1878	1740	2565
223693	3395	3598	1300	3314	3208	1493
223696	1297	1271	1335	1441	1219	1425
223697	2268	1924	2548	2265	1907	2801
22370	0	0	2	0	0	2
223701	1815	1741	1658	1821	1551	1817
223706	0	0	0	0	0	0
22371	259	482	181	233	384	187
223722	189	171	204	258	159	196
223723	288	237	243	268	236	344
223726	0	0	0	0	0	0
22373	0	0	0	0	0	0
223732	34	33	41	50	51	44
223739	4581	3620	5251	5631	3972	5958
223745	0	0	0	0	0	1
22375	4195	6512	815	3805	5949	950
223752	154	166	352	160	123	368
223753	2993	3194	5375	3064	2689	6260
223754	1104	1099	1210	1065	980	1417
22376	2818	2437	2261	2989	2387	2335
22377	395	389	360	404	375	459
223770	2171	2009	2143	2299	2150	2346
223773	442	359	426	500	401	497
223774	397	323	360	359	320	381
223775	771	611	472	414	623	503
223776	299	257	379	352	286	423
22378	3909	3523	2549	3591	3496	2994
223780	1	0	0	0	2	0
22379	1086	977	1282	1013	927	1439
22380	799	823	738	765	746	780
223809	0	0	0	0	0	0
22381	450	456	841	335	322	919
223825	0	0	0	0	0	0
223827	1484	1446	1197	1461	1344	1406
223828	1181	1152	914	1116	1197	1041
223838	0	0	0	0	0	0
22384	4842	4156	3870	4975	4185	4323
223843	1	0	0	0	0	0
22385	3446	3561	3815	3927	3532	4094
223864	14	30	17	17	10	23
223870	903	846	687	971	950	739
22388	6288	5248	6010	6490	5270	6740
223881	301	272	149	275	285	168
22390	98	122	77	92	90	98
223915	0	0	0	1	1	2
223917	0	0	0	1	0	1
223918	942	785	626	988	762	697
223920	174	92	8	169	106	13
223921	177	204	256	215	182	212
223922	574	532	341	631	496	377
223927	0	0	0	0	0	0
22393	126	134	201	99	135	255
223970	62	88	4	85	98	1
223978	741	698	855	864	663	984
223989	2533	2775	1792	2397	2313	1891
224008	429	398	442	455	398	554
22401	511	496	690	556	406	757
224014	1019	610	1275	1105	742	1235
224019	12	23	52	8	8	30
22402	6	0	5	1	2	3
224020	2582	2712	1951	2613	3013	2144
224022	9	5	60	9	4	40
224023	591	603	473	672	548	490
224024	49	33	21	62	45	18
22403	0	0	2	2	0	2
22404	724	698	789	777	688	806
224044	4	12	9	0	6	10
224045	824	836	801	830	737	941
224055	0	0	0	0	0	0
224065	0	0	0	0	1	0
224079	0	1	2	1	0	1
22408	0	0	0	0	0	0
224088	2292	1907	2782	1786	1753	2899
22409	0	0	0	0	0	0
224090	2	0	0	0	0	1
224092	775	601	712	736	575	746
224093	184	234	577	171	140	665
224098	0	0	0	0	0	0
22410	0	0	0	0	0	0
224105	3305	2857	2894	3157	2708	3360
224109	4455	3263	4834	3825	3002	5454
22411	0	1	0	0	0	0
224111	981	981	1029	927	894	1097
224116	0	0	0	0	0	0
22412	1	0	0	0	0	0
224129	5	4	6	2	4	4
22413	0	0	0	0	0	0
224132	610	624	747	574	597	841
224139	3713	3992	2910	3297	3615	3216
22414	15	7	18	20	7	14
224143	677	644	797	628	639	924
22415	1	0	0	0	0	0
22416	0	0	0	0	0	0
22417	2	0	0	0	0	4
224170	135	147	127	155	148	179
224171	43	50	94	51	34	95
22418	0	0	0	0	0	0
224180	0	0	0	0	0	0
22419	0	1	0	7	0	2
22420	498	240	221	578	347	260
22421	0	0	0	0	0	0
22422	0	0	0	0	1	0
224224	5	5	2	8	3	3
22423	0	0	0	0	0	0
224247	0	0	0	0	0	0
224250	927	922	736	881	841	762
22427	1114	1136	626	1149	956	753
224273	670	732	737	563	679	817
22428	744	546	803	861	577	951
224291	0	0	0	0	0	0
22431	0	0	0	0	0	0
224318	0	0	0	0	0	0
22433	3683	2864	4684	4003	2860	5339
224344	3	6	1	7	3	0
22436	8294	8457	5807	9698	6313	6041
22437	1	0	0	0	0	1
22439	26	22	27	26	14	32
224405	0	0	0	0	0	0
22441	5	2	9	5	7	7
224419	0	0	0	0	0	0
224432	1651	1283	1134	1301	1367	1137
224440	55	44	38	59	59	53
22445	0	2	2	3	3	1
224454	292	394	1521	212	199	1680
22446	0	0	0	0	4	1
224480	0	0	0	0	0	0
224481	54	51	48	76	44	75
224523	26	17	15	17	24	21
224530	3	2	2	2	0	4
224552	0	0	0	0	0	0
224572	0	0	0	0	0	0
224576	0	0	0	0	0	0
224582	0	0	0	0	0	0
224585	470	491	473	482	461	496
224598	243	208	241	208	192	246
224613	495	543	355	659	492	383
224617	890	1062	990	915	886	1082
224619	1656	1551	1476	1628	1608	1604
224624	576	483	665	530	473	777
224630	249	183	181	287	172	173
224640	1739	1739	1250	1515	1479	1335
224647	8668	8896	4181	8462	7979	4809
224648	1545	1821	930	1604	1731	1045
224650	1431	1396	1145	1435	1324	1224
224656	312	515	226	243	298	255
224661	0	2	2	0	1	0
224671	797	747	677	791	688	726
224674	250	179	85	301	212	120
224691	105	92	153	119	97	199
224694	105	103	87	104	83	113
224697	480	531	1038	585	487	1036
224703	1191	1195	1405	1236	1107	1676
224705	1014	842	941	1035	884	966
224727	3311	2936	3261	3197	2857	3430
224742	2932	2532	2661	3002	2485	2925
224753	0	0	0	0	0	0
224754	0	0	0	0	0	0
224756	0	0	0	0	0	0
224761	0	0	0	0	0	0
224762	0	0	0	0	0	0
224792	0	0	1	0	0	1
224794	2346	2445	250	2347	2280	259
224796	7125	11062	4	8145	12184	4
224805	233	247	284	207	184	339
224807	1110	1193	917	871	1050	945
224813	27	50	17	9	29	24
224814	99	106	132	137	77	125
224823	423	409	442	480	398	489
224824	616	626	1074	671	618	1223
224826	3502	3350	2992	3764	3163	3352
224829	194	103	273	235	101	268
224833	13	11	31	29	10	50
224836	149	200	145	145	166	146
224840	70	37	31	100	39	30
224860	1815	1716	877	2027	1793	1021
224876	0	0	0	0	0	0
224893	113	107	147	133	114	157
224897	1640	1509	1612	1647	1539	1810
224902	3547	3076	3027	3663	3229	3076
224903	2515	2385	2253	2449	2450	2421
224904	791	560	962	732	648	1024
224907	698	653	774	688	711	819
224912	0	0	0	0	0	1
224916	0	0	0	0	0	0
224938	915	1009	1207	990	941	1391
224997	1	1	1	0	0	2
225004	0	0	0	0	0	0
225010	424	421	273	424	385	335
225020	1298	1487	1583	1489	1301	1719
225027	1314	1182	1054	1142	1146	1151
225028	1460	1257	896	1240	1171	1032
225030	7	2	19	10	4	36
225049	2027	1593	2118	2510	1643	2373
225055	1238	1274	1412	1138	1081	1620
225058	0	0	0	0	0	0
225115	1347	1166	1504	1357	1025	1596
225131	2256	2184	1890	2156	1992	2155
225152	0	0	0	0	0	0
225160	500	524	696	503	447	713
225164	1578	1597	1275	1382	1338	1484
225182	1136	1378	429	1052	1227	445
225187	0	0	2	0	0	2
225192	2	0	0	0	0	0
225207	1	0	1	0	0	4
225215	787	641	765	760	650	816
225256	0	0	0	0	0	0
22526	0	0	0	0	0	0
225266	0	0	0	0	0	0
225280	405	430	293	452	412	310
225283	201	211	372	255	218	414
225288	52	49	4	66	95	3
225289	131	119	137	135	74	140
225326	771	769	935	776	703	1021
225339	1482	1240	1343	1568	1402	1489
225341	0	0	1	1	0	1
225348	602	497	622	505	442	687
225358	767	930	801	793	841	833
225362	5	1	1	4	5	3
225363	3465	2874	3102	2797	2686	3363
225372	771	874	426	286	625	439
225392	4	14	8	8	9	6
225432	1091	954	912	1038	900	981
225443	0	0	0	0	0	0
225467	491	491	542	552	453	529
225471	2236	2690	778	2359	2752	906
225497	0	0	0	0	0	2
225518	0	0	0	0	0	0
225523	887	990	669	801	832	828
225579	3	4	0	2	3	0
225583	0	0	0	0	0	0
225594	1739	3396	3	1376	3290	0
225600	2	2	1	2	3	0
225608	0	0	0	0	0	1
225609	22	12	42	33	24	37
225631	0	0	0	0	0	0
225638	3	3	0	0	4	0
225642	0	0	0	0	0	0
225644	0	0	0	0	0	0
225651	311	430	349	388	362	396
225655	0	0	0	0	0	0
225659	160	170	185	163	140	173
225724	0	0	0	0	0	0
225742	1	0	0	0	0	0
225743	0	0	0	0	0	0
225745	55	51	87	49	52	92
225791	1746	1973	1300	1601	1650	1408
225825	5	8	0	0	2	0
225845	2895	2768	38	2487	2874	48
225849	524	492	581	519	498	680
225861	158	176	380	222	206	352
225865	0	0	0	0	0	0
225870	13	16	16	23	11	8
225872	1	0	2	6	0	2
225875	5	9	57	3	5	68
225876	3852	3855	2976	4005	3615	3698
225884	0	2	0	0	0	0
225887	1059	769	921	1005	808	986
225888	1141	1277	1121	1144	1145	1249
22589	3119	3089	3303	3032	2728	3522
225895	198	172	187	224	184	173
225896	1912	1773	1658	1954	1683	1878
225898	649	617	892	738	645	939
22590	170	178	151	167	170	225
225908	10	12	12	13	5	19
22591	374	318	575	423	243	692
225912	772	622	757	866	643	901
225913	177	138	203	178	152	208
22592	111	102	156	134	104	181
225922	0	0	0	0	0	0
225923	0	0	0	0	0	0
225929	1999	1772	1480	1718	1736	1627
22594	460	486	505	468	448	558
22596	5	7	8	6	12	15
22598	0	0	0	0	0	0
22599	1	3	4	2	1	4
225994	102	116	167	95	94	168
225995	189	201	147	176	174	183
225997	0	0	0	0	0	0
225998	0	0	0	0	0	0
22601	1	0	1	1	1	2
226016	576	576	500	498	415	579
226025	2	2	1	0	1	2
226026	1153	1170	596	889	905	647
226040	0	0	0	0	0	0
226041	1	0	0	0	0	0
226043	166	197	112	175	155	134
226049	0	2	1	0	1	0
226075	280	745	91	170	361	88
22608	6457	5378	6333	6223	5064	7373
226089	2355	3393	2393	2041	2708	2671
226090	1100	940	654	1158	863	732
226098	32	29	21	26	29	20
226101	16307	15020	11168	17395	15857	11722
226105	0	0	1	0	0	0
226115	0	0	0	0	0	0
22612	13	17	16	12	12	10
226122	1422	1343	1058	1304	1262	1181
226123	17	21	22	24	16	6
226139	635	640	525	749	564	574
226143	0	1	0	0	0	0
226144	1316	1209	877	1397	1087	1096
226151	1220	1321	852	1144	1096	934
226153	158	186	170	146	131	195
226154	94	55	52	76	63	46
226162	395	321	222	381	321	276
226169	1224	814	815	1035	886	961
226178	3351	3352	3187	3142	2972	3627
226180	0	0	1	1	1	2
226182	156	184	145	185	131	155
22619	807	832	610	811	724	663
226243	0	0	1	0	0	0
226245	0	0	1	0	0	0
22625	1	0	1	2	2	1
226250	0	0	0	0	0	0
226251	4	1	11	0	1	5
226252	1220	1176	1206	1211	1062	1363
226255	793	843	1222	795	970	1293
22626	5	1	1	1	4	0
226265	19	24	21	21	14	16
22627	7235	6209	5077	6891	5968	5750
226278	0	0	0	1	0	0
22628	6900	5738	4581	6099	5683	5257
22629	1634	1354	1466	1492	1290	1597
22630	2699	2393	2385	2502	2354	2732
226304	0	0	0	0	0	0
22631	4220	3955	2646	3552	3740	3178
22632	1426	1339	1449	1431	1378	1519
22634	9	6	3	0	7	1
22635	0	0	0	0	0	0
226351	1025	892	939	936	918	1154
226352	7	10	4	4	5	6
226356	0	5	0	1	0	0
226359	0	0	2	0	0	0
22637	0	0	0	0	1	0
22639	2	1	1	0	0	1
22640	119	105	116	127	121	173
226407	1105	1017	1119	1051	1005	1060
226409	112	103	58	72	81	56
226412	1213	1313	1028	975	1138	1158
226413	0	0	0	0	0	0
226414	939	747	891	948	745	1010
226418	171	151	180	172	163	166
226419	45	31	34	40	27	52
22642	686	518	499	646	595	607
226421	3454	3031	1868	3040	2352	2054
226422	626	480	756	766	426	801
22643	61	62	138	77	68	112
226432	1612	1380	1458	1531	1455	1479
226438	0	0	0	0	0	0
22644	714	670	2198	759	600	2456
226442	2041	1923	1043	1758	1903	1145
22646	25	36	28	33	15	29
226470	439	400	364	406	378	399
226472	0	0	0	0	0	0
22648	64	55	91	62	46	141
226499	1105	1072	940	1124	965	981
226517	2290	2373	1104	2093	2051	1301
226518	0	0	0	0	0	0
226519	2963	3709	905	1660	2303	1034
22652	0	2	5	4	2	6
226525	152	175	161	113	106	193
226527	167	142	193	156	165	248
226539	214	218	289	240	179	307
22654	0	3	1	2	4	3
226541	703	694	652	783	653	794
226548	2136	2054	1825	2169	2001	2083
226551	1658	1396	807	1102	1272	972
226562	7870	7661	5168	7422	7057	5393
226564	0	0	0	0	1	1
226565	0	0	0	0	0	0
22658	108	62	171	67	52	227
226591	538	547	462	583	489	499
226594	989	747	3114	1426	849	3554
226601	0	0	0	0	0	0
226604	0	0	0	0	0	0
22661	1311	1373	1517	1387	1290	1624
226610	0	1	6	4	2	4
226641	2143	1749	1865	2219	1674	2074
226646	2836	2539	3283	2846	2644	3771
226652	6434	5693	5384	7138	5721	5878
226654	12	14	10	10	11	13
22666	413	368	457	428	409	536
22668	3768	3197	2959	3308	3102	3660
226691	5769	5529	2555	5390	5098	2723
226695	2023	1925	4	2196	2076	5
22670	1909	1791	1144	2058	1796	1252
22671	0	0	0	0	0	0
22673	0	0	0	0	0	0
226744	381	365	539	615	392	597
226747	1235	1110	1122	1157	1100	1216
226751	232	327	164	224	214	171
226757	5658	5683	7000	5567	5306	7912
226777	0	0	2	0	0	0
226778	1	0	1	1	1	3
22678	3	8	41	8	12	42
226781	0	0	0	0	0	0
226791	11	2	17	8	6	10
22680	3098	2951	3239	3354	2909	3595
22682	2752	1965	2302	2364	2106	2577
226823	554	550	358	500	493	423
226830	288	196	362	257	252	386
226841	14	12	15	6	3	8
226844	907	933	736	792	698	843
226849	2036	1613	1688	2276	1817	1897
22685	2	8	8	8	15	16
226856	1333	1162	2490	1313	1148	2702
226861	22	22	10	27	14	14
226866	2	0	0	1	2	1
22687	792	739	784	884	763	860
22688	600	710	626	613	573	723
22689	127	106	181	126	94	156
226896	0	0	0	0	0	0
22690	145	177	131	150	136	139
22691	52	51	43	41	41	49
226922	0	1	0	0	0	1
22693	9	15	18	5	9	14
22694	408	397	490	430	387	530
22695	4582	3250	959	1912	3798	1087
226957	0	0	0	0	0	0
22696	4	10	11	4	1	11
22697	323	317	290	328	274	373
226970	52	47	106	74	65	102
226971	4978	4691	4200	4837	4466	4840
226976	1866	2166	1591	2003	1852	1789
226977	1376	1377	1539	1267	1282	1638
22698	39	52	70	63	44	78
226982	3973	3045	4008	4246	2996	4249
226999	0	2	2	0	0	5
22700	84	112	149	134	85	152
22701	54	78	80	65	54	100
22702	0	0	0	0	0	0
22704	478	463	387	455	409	418
227058	0	0	0	0	1	0
227059	402	445	105	355	391	166
22709	196	189	212	170	166	234
227094	50	80	101	42	59	111
227095	191	176	262	275	181	273
227099	62	44	79	62	47	71
22710	603	946	448	435	508	517
227102	576	550	481	655	491	641
22712	76	71	60	77	62	65
227120	0	4	4	0	1	2
22715	0	0	1	0	0	0
227154	318	319	354	313	286	466
227157	3	1	1	0	0	4
22717	109	100	117	106	91	129
22718	187	182	216	178	176	241
22719	188	187	220	170	147	186
227195	1997	1869	1441	1825	1734	1556
227197	1224	1106	1861	1473	1154	2325
22720	965	955	842	843	930	971
227210	215	207	126	203	247	163
22722	330	312	339	372	262	349
227231	0	0	4	0	0	1
22724	4462	3701	3360	4909	4104	3869
227288	0	0	0	1	2	1
227289	1	0	0	0	0	0
227290	2951	2421	2794	2719	2501	3125
227292	2000	1790	2038	1928	1667	2324
227298	2535	2432	2244	2414	2268	2587
227325	13	20	57	25	16	82
227326	657	710	8	861	616	13
227327	0	1	0	2	0	1
227331	1654	1504	1690	1452	1422	1977
227333	2027	1348	1572	1688	1327	1794
227334	714	764	745	827	640	783
227357	0	0	0	2	0	2
227358	3	1	2	0	0	2
227377	56	73	75	61	74	86
227394	0	0	0	0	0	0
227399	1262	1208	898	1469	1273	935
227446	716	763	867	709	643	972
227449	3069	2886	1145	2853	2462	1278
22746	64	83	102	85	78	122
227485	0	0	0	0	0	0
22750	6	8	20	3	3	16
22751	174	244	240	204	165	256
227522	67	38	74	55	38	74
227525	1358	1454	848	1298	1193	875
227526	10	6	9	16	10	4
22754	0	0	2	1	0	0
227541	2042	1635	2216	2312	1758	2407
227545	0	0	5	1	1	6
22755	29	38	26	22	18	35
22756	33	39	61	48	30	73
22757	190	171	200	194	169	250
22758	102	145	200	90	100	197
227580	0	0	0	0	0	0
22759	53	54	72	71	42	86
227606	0	0	0	0	0	0
22761	59	31	50	35	37	55
227612	3699	3491	4174	4756	3737	4598
227613	3143	1942	1443	2686	2093	1577
227615	153	151	192	143	141	211
227618	0	0	0	0	0	0
227619	1578	1553	1649	1863	1452	1722
22762	0	0	0	1	0	0
227620	1829	1581	2142	1706	1430	2448
227622	79	68	107	125	85	114
227624	1364	1101	1302	1484	1241	1432
227627	0	0	0	0	0	0
22763	2131	2068	2321	2204	1891	2588
227630	0	0	0	0	0	0
227631	0	0	0	0	0	0
227632	0	0	1	0	0	0
227634	874	1264	591	992	1125	565
227638	67	50	87	48	28	70
22764	861	841	797	815	726	1033
227644	487	425	427	441	348	439
227648	2607	2575	2672	2633	2326	2576
227656	987	1002	891	942	929	1043
227659	7823	6955	2192	8385	9513	2506
22767	0	0	0	0	0	0
227671	1061	1080	576	1388	1180	571
227674	370	427	324	390	377	351
22768	0	0	0	0	0	0
227682	630	850	543	475	534	581
227683	146	181	96	90	91	112
227693	326	454	372	357	369	457
227695	259	247	274	279	243	307
227696	143	60	230	105	81	279
227697	224	181	319	305	219	356
227699	947	736	693	848	692	838
22770	1057	943	1614	1345	1033	1807
227700	553	447	592	563	427	677
227707	1387	1307	1219	1385	1209	1385
22771	0	0	0	0	0	0
227715	198	140	211	167	132	219
227717	0	0	4	0	4	2
22772	0	0	0	0	0	0
227720	1676	1603	1533	1657	1590	1581
227721	12	13	45	14	16	40
227723	2730	2504	2676	2863	2370	2873
22773	0	0	0	0	0	1
227731	636	393	298	445	550	293
227733	1	0	2	0	1	0
227736	16	23	18	11	9	13
227737	4862	5371	2542	2683	3528	2914
227738	375	426	287	428	362	359
22774	0	0	0	0	0	0
227743	774	713	742	915	670	877
227746	204	177	190	263	171	242
22775	22	15	46	13	7	36
227753	5513	4379	7472	6237	4660	8981
22776	0	0	0	0	0	0
22778	2658	1923	2619	2764	2325	3048
227789	0	0	0	0	0	0
22779	49	90	62	47	43	56
22780	0	0	0	0	0	0
227800	1171	1284	1321	1333	1106	1526
227801	2280	2112	1352	2409	1966	1265
22781	0	1	0	0	2	0
22782	1551	2415	723	822	1134	812
227835	305	233	179	306	201	194
22784	0	0	0	0	0	0
22785	181	111	165	134	110	156
22786	0	0	0	0	0	0
227867	832	813	578	856	795	663
22787	0	0	0	0	1	0
22788	0	0	0	0	1	0
227885	0	1	1	0	0	0
22789	0	0	0	0	0	0
22791	709	552	547	741	559	546
227923	4	8	4	6	7	3
227929	624	3258	246	207	641	263
22793	6140	14173	1509	3174	11278	1668
227933	1	3	15	3	2	18
227937	1793	2330	740	1345	1764	801
227960	659	254	210	828	406	221
227998	0	0	0	0	0	0
228003	1	14	2	1	1	2
228005	2266	2296	2183	2159	1982	2449
228012	2057	2072	1697	2050	1685	1977
228019	119	116	227	129	111	245
228026	1239	1944	1132	1021	1874	1259
228033	3684	2703	4328	3682	3017	5126
228061	2132	1917	2179	2188	1826	2447
228071	2099	2281	1333	1726	2010	1420
228094	2	4	3	10	7	2
228136	3203	2831	1951	3019	2822	2230
228139	4	0	2	3	2	6
228140	312	371	290	273	304	316
228151	0	0	0	0	0	0
228228	0	0	0	0	0	0
228355	1226	1084	1880	1535	1014	1909
228356	47	58	78	66	66	89
228357	116	122	84	183	80	84
228359	1521	1098	1678	1618	1234	1907
228361	1288	1389	1127	1405	1223	1158
228366	0	0	0	0	0	0
228368	1558	1420	1489	1800	1456	1627
228410	422	414	423	399	388	425
228413	130	265	2	43	126	4
228421	16	15	18	12	2	8
228432	0	0	0	0	0	0
228443	0	0	0	0	0	0
228482	804	785	1045	1058	802	1084
228491	121	118	275	147	96	287
228536	1335	1189	1245	1468	1106	1357
228543	45	157	20	30	57	22
228545	2021	1656	1866	1682	1627	2160
228550	21	21	6	32	28	9
228564	0	0	0	0	3	0
228576	0	0	0	0	0	0
228592	2	6	3	6	2	5
228598	0	0	0	0	0	0
228602	1079	1085	965	1173	1068	1081
228607	1136	1020	1509	1330	1027	1726
228608	3099	2851	1080	2097	1437	1129
228642	0	0	0	0	0	0
228662	258	263	200	238	229	202
228677	0	0	0	0	0	0
228684	0	0	0	0	0	0
228714	886	850	916	902	700	937
228715	115	95	109	97	107	139
228730	205	222	169	204	205	162
228731	0	0	0	0	0	0
228756	2	4	0	1	0	0
228765	9	9	2	6	13	1
228767	0	0	0	1	0	0
228769	676	674	459	798	608	528
228770	0	0	2	0	0	0
228775	678	520	24	663	463	30
228777	0	0	0	0	0	0
228778	0	1	0	0	2	0
228785	0	0	1	0	2	0
228787	0	0	0	0	0	0
228788	7	13	9	19	7	6
228790	1289	1303	1667	1286	1179	1873
228796	0	0	0	0	0	0
228801	0	0	8	0	0	2
228802	2	2	34	2	0	26
228807	83	99	70	49	81	79
228812	895	648	621	809	710	718
228829	1271	1200	1136	1170	1020	1303
228836	1676	1378	1080	1901	1502	1209
228839	77	81	46	91	60	52
228846	0	0	0	0	0	0
228850	2657	2420	2380	2695	2292	2700
228852	0	0	2	0	0	0
228858	1	1	0	2	3	0
228859	80	32	96	46	31	80
228866	885	878	716	741	818	889
228869	908	910	712	843	824	830
228875	744	327	1168	940	387	1360
228876	5	0	6	6	4	3
228880	2781	2358	3045	3189	2578	3215
228889	743	540	769	678	565	862
228911	0	0	0	0	0	0
228913	2151	2029	2174	2176	1819	2453
228942	0	0	0	0	0	0
228960	2345	2329	1891	2620	2148	1872
228961	960	578	1140	900	750	1269
228966	41	72	46	43	56	65
228980	729	741	698	682	624	742
228983	689	670	822	756	672	899
228993	81	55	108	72	39	126
228994	1095	912	883	1072	932	1125
228998	864	774	923	808	711	1040
229003	10178	13410	1153	9313	10417	1206
229004	542	647	429	486	540	440
229007	431	487	623	424	376	664
229011	160	115	98	132	94	116
229055	75	54	65	25	46	74
229096	3036	2751	2989	2852	2517	3350
229211	316	237	417	400	256	484
229214	0	0	0	0	0	0
229227	2549	2454	2182	2490	2503	2201
229228	85	66	103	72	84	109
229277	0	0	0	0	0	0
229279	1245	1062	1307	1247	1093	1445
229285	322	333	377	392	220	417
229302	0	0	0	0	0	0
229317	855	762	828	827	751	963
229320	0	0	0	0	0	0
229323	21	209	3	6	30	4
229333	1	0	0	0	0	0
229357	0	0	0	0	0	0
229363	683	634	885	718	609	913
229389	0	0	0	0	0	0
229445	1005	730	1000	1091	766	1116
229473	1383	1329	1578	1487	1380	1644
229474	18	25	10	8	28	13
229487	127	95	167	132	94	203
229488	1	0	0	0	1	0
229499	38	19	22	67	7	29
229503	303	348	382	346	301	408
229504	682	654	727	660	589	725
229512	2264	2023	1542	2253	1992	1736
229517	1464	1299	1159	1221	1100	1303
229521	1051	1021	918	1020	1038	953
229524	176	143	204	199	182	267
229534	6063	5496	6028	5624	6644	6724
229541	1709	1440	1248	1847	1401	1166
229542	673	647	484	667	637	575
229543	1253	1254	1303	1189	1090	1434
229550	0	0	0	0	0	0
229562	0	0	0	0	0	0
229571	0	0	0	0	0	0
229574	0	0	0	0	0	0
229584	890	667	689	833	663	820
229588	5	4	7	4	3	3
229589	568	576	459	463	447	578
229593	1660	2163	1596	1393	1662	1863
229595	69	74	399	80	68	467
229599	69	106	14	43	93	31
229600	350	330	157	328	266	147
229603	584	586	395	495	496	394
229613	16	12	12	10	14	12
229615	348	418	406	447	341	475
229644	56	64	47	56	52	34
229658	4	4	1	4	1	10
229663	7353	7047	5285	7366	6521	6103
229665	4	1	0	0	0	0
229672	10	9	9	0	9	8
229675	633	601	464	488	564	505
229681	566	483	601	534	461	692
229687	3	7	7	7	8	5
229688	0	0	0	0	0	0
229694	414	717	66	120	448	93
229697	0	0	0	0	0	0
229699	5	1	5	3	3	14
229700	861	774	503	789	670	608
229706	0	0	0	0	0	0
229707	1096	982	734	957	970	833
229709	3137	2949	2128	2841	2746	2371
229714	2	0	1	1	0	1
229715	130	83	242	135	72	226
229722	0	0	0	2	0	0
229725	986	837	848	1023	729	947
229731	934	725	693	1022	569	769
229759	0	0	0	0	0	0
229776	234	263	163	228	222	161
229780	106	80	139	106	92	101
229782	1177	1058	1010	1008	953	1163
229791	9	1	1	1	1	0
229801	0	0	0	0	0	0
229841	76	80	99	74	60	108
229862	0	0	0	0	0	0
229877	2685	2463	3006	2753	2516	3155
229879	0	0	0	0	0	0
229898	17743	27596	33	15401	26214	43
229900	10529	14611	69	10251	12810	93
229905	45	61	52	45	63	46
229906	986	895	665	801	896	790
229927	0	0	0	0	0	0
229933	9	19	2	0	4	0
229937	154	89	132	136	87	180
229949	3	6	4	4	2	4
230025	0	0	0	0	0	0
230027	188	117	210	219	67	256
230073	5816	5129	715	7804	4746	810
230075	479	370	574	474	431	749
230082	855	690	897	867	662	925
230085	0	0	0	0	0	0
230088	1693	1783	1319	1686	1548	1444
230098	17	28	44	27	23	45
230099	98	57	68	89	71	72
230101	519	500	716	598	436	801
230103	1	0	0	0	1	1
230119	640	834	334	634	617	341
230125	1687	1803	2645	1772	1570	3138
230126	651	439	488	804	574	608
230145	10	9	31	26	14	27
230157	74	176	19	25	60	40
230161	0	1	0	0	0	0
230162	130	150	132	103	108	177
230163	0	1	7	0	0	3
230233	590	561	736	628	457	712
230234	281	273	312	298	279	370
230235	0	0	0	0	0	0
230249	3676	3616	2496	3749	3196	2687
230257	5701	4945	5438	5873	4740	6159
230259	58	53	55	54	50	79
230279	1488	1291	1987	2060	1459	2075
230316	205	113	326	165	137	349
230376	150	181	115	179	152	127
230379	8	6	2	7	5	3
230393	314	263	360	524	280	416
230396	0	0	0	0	0	0
230398	0	0	0	0	0	0
230405	0	0	0	0	0	0
230459	0	0	0	0	0	0
230484	863	827	780	895	742	923
230500	8	13	7	13	8	6
230514	3052	2515	2864	2990	2458	3296
230558	0	0	1	0	0	0
230576	0	1	0	0	0	0
230577	108	108	119	106	66	129
230579	0	0	0	0	0	0
230582	23	18	68	28	24	54
230584	922	822	794	877	711	786
230587	0	4	1	2	4	0
230590	0	0	0	0	0	0
230594	826	1033	583	761	593	705
230596	695	779	294	747	588	312
230597	86	57	99	71	60	127
230598	3806	3230	2954	3670	3081	3245
230603	9	2	6	11	1	12
230612	0	0	0	0	0	0
230613	0	0	0	0	0	0
230622	0	0	0	0	0	0
230623	0	0	0	0	0	0
230639	0	0	0	0	0	0
230648	908	922	859	917	839	1009
230649	64	63	181	69	57	167
230654	1044	960	1097	1078	917	1199
230657	116	106	169	146	79	191
230661	77	90	227	126	99	258
230673	1459	1053	1759	1601	1058	2019
230674	2140	2071	1356	2427	1938	1579
230676	867	860	837	937	765	995
230678	0	0	0	1	0	0
